,no_neurons,electrode,correlation_coeff,inh_type,exc_type
606,1000,8,0.00798008719877548,FS,RS
607,1000,9,-0.03346022547803852,FS,RS
608,1000,10,-0.013336228113299015,FS,RS
609,1000,11,0.026521378886065095,FS,RS
610,1000,12,0.003458638354928328,FS,RS
611,1000,13,-0.012651264162470427,FS,RS
612,1000,14,0.0008366864478983303,FS,RS
613,1000,15,-0.007567910529461267,FS,RS
614,1000,16,0.000564615144476912,FS,RS
615,1000,17,0.0026928311344903504,FS,RS
616,1000,18,0.0007591111603620167,FS,RS
617,1000,19,-0.007270583100064832,FS,RS
618,1000,20,-0.01114801122330649,FS,RS
619,1000,21,-0.011836101983406134,FS,RS
620,1000,22,0.009916907709189942,FS,RS
